0_tq,0_tq_label,1_tq,1_tq_label,2_tq,2_tq_label,3_tq,3_tq_label,4_tq,4_tq_label
"If PersonX never find out, PersonX is seen as, PersonX be naive",1,"If PersonX feel foolish, PersonX is seen as, PersonX be fool",1,"If PersonX be obsess, PersonX is seen as, PersonX be misguided",0,"If PersonX get PersonX hope up, PersonX is seen as, PersonX be naive",1,"If PersonX be stupid, as a result, PersonX feels, PersonX do not know anything",0
"If PersonX put that, PersonX is seen as, PersonX feel happy",1,"If PersonX put a smile on face, PersonX is seen as, PersonX be happy",1,"If PeopleX praise it, PersonX is seen as, PeopleX feel happy",1,"If PersonX feel happy, as a result, PersonX feels, PeopleX like something",0,"If PersonX be optimistic, PersonX is seen as, PersonX fill with joy",0
"If PersonX cry, as a result, PersonX will, PersonX have tear",1,"If PersonX be soft-hearted, PersonX is seen as, PersonX cry",0,"If PersonX cry, PersonX is seen as, PersonX feel",1,"If PersonX wipe away PersonX tear, PersonX is seen as, PersonX be emotional",1,"If PersonX wipe PersonY eye, PersonX is seen as, PersonX be tearful",1
"If PersonX lose a money, as a result, PersonX will, PersonX go bankrupt",1,"If PersonX lose a money, PersonX is seen as, PersonX be break",1,"If PersonX have no money, as a result, PersonX will, PersonX lose money",1,"If PersonX lose all of money, but before, PersonX needed, PersonX go into debt",0,"If PersonX be have a hard time, happens after, PersonX lose money",1
"If PersonX go week, as a result, PersonX will, PersonX get tired",1,"If PersonX call it day, PersonX is seen as, PersonX be wear out",1,"If PersonX play alone, as a result, PersonX will, PersonX get tired",1,"If PersonX have day, as a result, PersonX will, PersonX get tired",1,"If PersonX keep go, as a result, PersonX will, PersonX get tired",1
"If PersonX run off with PeopleX, PersonX is seen as, PersonX feel happy",1,"If PersonX go run, as a result, PersonX feels, PersonX be exhilarate",1,"If PersonX run along side, as a result, PersonX feels, PersonX be happy",1,"If PersonX run to that, as a result, PersonX feels, PersonX feel happy",1,"If PersonX take the liberty, as a result, PersonX feels, PersonX be happy",1
"If PersonX have that, as a result, PersonX feels, PersonX feel stressed",1,"If PersonX get ready for that, as a result, PersonX feels, PersonX feel stressed",1,"If it be here, PersonX is seen as, PersonX feel stressed",1,"If PersonX be rehash, PersonX is seen as, PersonX feel tense",0,"If PersonX get catch in something, as a result, PersonX feels, PersonX feel stressed",1
"If PersonX get marry in PersonY, because PersonX wanted, PersonX show PeopleX love",1,"If PersonX marry another PersonY, as a result, PersonX feels, PersonX be in love",1,"If PersonX propose to girlfriend, as a result, PersonX wants to, PersonX want to be with PersonY",1,"If PersonX fall love with PersonY, as a result, PersonX wants to, PersonX want to be PersonY boyfriend",1,"If PersonX make PersonY PersonX wife, as a result, PersonY or others want to, PersonY want to shower PersonX love",1
"If PersonX make home safe, but before, PersonX needed, PersonX have a home",1,"If PersonX find PersonX way home, but before, PersonX needed, PersonX live enough",0,"If PersonX make home safe, as a result, PersonX wants to, PersonX want to get something",1,"If PersonX be safe, as a result, PersonX feels, PersonX make it back home",0,"If PersonX attend the party, as a result, PersonX wants to, PersonX get home safely",1
"If PersonX hold sway, can be hindered by, PersonX can not speak in public",1,"If PersonX shut PersonX mouth, as a result, PersonX will, PersonX can not speak",1,"If PersonX put a lid on it, because PersonX wanted, PersonX put something away",1,"If PersonX open PersonX big mouth, can be hindered by, people have confide in PersonX to keep a secret",1,"If PersonX open PersonX mouth, PersonX is seen as, PersonX want to close the mouth",0
"If PersonX want to savor the taste, as a result, PersonX wants to, PersonX order a hamburger",0,"If PersonX eat a burger, because PersonX wanted, PersonX be hungry",1,"If PersonX buy a burger, because PersonX wanted, PersonX satisfy PeopleX hunger",1,"If PersonX be hungry, PersonX is seen as, PersonX make burger",0,"If PersonX make burger, because PersonX wanted, PersonX bbq on grill",1
"If PersonX try to argue, because PersonX wanted, PersonX disagree with view",1,"If PersonX exercise PersonX power, happens after, PersonX disagree with proposition",1,"If PeopleX have the same idea, as a result, PersonX wants to, PeopleX be feud",0,"If PersonX pose a question, as a result, PersonX will, those disagree",0,"If PersonX have not let, as a result, PersonX wants to, PersonX rub PersonY the wrong way",0
"If PersonX satisfy PersonX hunger, but before, PersonX needed, PersonX need to food",1,"If PersonX buy some food, but before, PersonX needed, PersonX need to be hungry",1,"If PersonX quickly eat, but before, PersonX needed, PersonX need to put food into mouth",1,"If PersonX grab a bite, but before, PersonX needed, PersonX need to be hungry",1,"If PersonX eat food, because PersonX wanted, PersonX be hungry",1
"If PersonX kneel next to PersonY, but before, PersonX needed, PersonX need to be in church",1,"If PersonX attend church, because PersonX wanted, PersonX pray",1,"If PersonX cleanse PersonY from unrighteousness, but before, PersonX needed, PersonX need to take PersonY to church",1,"If PersonX go to church, because PersonX wanted, PersonX want to worship",1,"If PersonX offer loyalty to god, happens before, PersonX have PeopleX prayer answer",1
"If PersonX need PersonY, because PersonX wanted, PersonX want PersonY",1,"If PersonX take PersonY in hand, but before, PersonX needed, PersonX need to like PersonY",1,"If PersonX want anything, as a result, PersonX wants to, PersonX want to be with PersonY",1,"If PersonX show PersonY inclination, as a result, PersonX wants to, PersonX want to PersonY",1,"If PersonX want to date PersonY, because PersonX wanted, PersonX like PersonY",1
"If PersonX see thing clearly, but before, PersonX needed, PersonX have a problem",1,"If PersonX try, but before, PersonX needed, PersonX be concern",0,"If PersonX catch off guard, as a result, PersonX will, PersonX get confuse",1,"If PersonX take advantage of opportunity, but before, PersonX needed, PersonX lose balance",0,"If PersonX hope, but before, PersonX needed, PersonX be correct",0
"If PersonX get a dog, but before, PersonX needed, PersonX pick one out",1,"If PersonX get something for that, as a result, PersonX will, PersonX use something",1,"If PersonX decide to go anyway, but before, PersonX needed, PersonX get PersonX period",1,"If PersonX find something, but before, PersonX needed, PersonX decide to look for item",1,"If PersonX pick it away, but before, PersonX needed, PersonX see",1
"If PersonX look around there, causes, PersonX be near PersonY",1,"If PersonX look for PersonY, causes, PersonX be near PersonY",1,"If PersonX go to PersonY, causes, PersonX be near PersonY",1,"If PersonX leave PersonY, causes, PersonX be near PersonY",0,"If PersonX be near PersonY, causes, PersonX be with PersonY",1
"If PersonX meet a beautiful PersonY, happens before, PersonX marry the PersonY",1,"If PersonX marry another PersonY, as a result, PersonX feels, PersonX be in love",1,"If PersonX marry another PersonY, PersonX is seen as, PersonX be in love",1,"If PersonX love PersonY best, as a result, PersonY or others want to, PersonY want to profess love",1,"If PersonX find the perfect one, as a result, PersonY or others want to, PersonX want to marry",0
"If PersonX go nowhere, but before, PersonX needed, PersonX have no car",0,"If PersonX hit another car, but before, PersonX needed, PersonX need to drive",1,"If x 's car will not start, can be hindered by, it be now never",0,"If PersonX lose PersonX life, but before, PersonX needed, PersonX drive a car",1,"If PersonX ask PersonY not do that, as a result, PersonY or others will, PersonY will have one less car on road",0
"If PersonX deliver day, as a result, PersonY or others will, PersonY receiver get a shipment",1,"If PersonX bring PersonY in contact, as a result, PersonY or others will, PersonY deliver",1,"If PersonX deliver to house, as a result, PersonY or others want to, PersonX deliver",0,"If PersonX get there on time, happens before, PersonX give PersonY indication",0,"If PersonX give PersonY a letter, PersonX is seen as, PersonX be deliver",1
"If PersonX require, as a result, PersonX will, PersonY be obey",1,"If PersonX carry out PersonY order, as a result, PersonX will, PersonX obey",1,"If PersonX give PersonY order, as a result, PersonY or others will, PersonY follow order",1,"If PersonX receive call back, as a result, PersonX will, PersonX obey PersonY order",0,"If PersonY be listener, PersonX is seen as, PersonX obey PersonY order",0
"If PersonX visit PersonX relative, PersonX is seen as, PersonX be friendly",1,"If PersonX see a old friend, PersonX is seen as, PersonX be friendly",1,"If PersonX be cordial, PersonX is seen as, PersonX meet PersonY 's neighbor",0,"If PersonX meet PersonX neighbor, as a result, PersonY or others want to, PersonY feel welcome in neighborhood",1,"If PersonX tell PersonY 's friend, PersonX is seen as, PersonX be friendly",1
"If what be happen, as a result, PersonX wants to, PersonX would be safe",0,"If PersonX go in there, as a result, PersonX wants to, PersonX be safe",1,"If PersonX hit that, as a result, PersonX wants to, PersonX be safe",1,"If PersonX go check it out, as a result, PersonX wants to, it be safe",1,"If PersonX head back, as a result, PersonX feels, PersonX be safe",1
"If PersonX take the subway, can be hindered by, the subway be not run",1,"If PersonX catch the next train, can be hindered by, the train just pass",1,"If the train be not run, can be hindered by, PersonX must attend",0,"If PersonX take the subway, can be hindered by, the subway be close for repair",1,"If PersonX drive to station, causes, PersonX be lose",0
"If PeopleX rent go up, can be hindered by, person x be not strong",0,"If PersonX find PersonX 's hotel, can be hindered by, person x do not have a bed",0,"If PersonX move to city, can be hindered by, there be no affordable apartment in city",1,"If PersonX come back to hotel, can be hindered by, PersonX lose the key",1,"If PersonX go home to bed, can be hindered by, person x be lose",1
"If PersonX be a avid runner, can be hindered by, PersonX do not have the time",1,"If PersonX enter a marathon, can be hindered by, PersonX do not have a way",1,"If PersonX act quickly, can be hindered by, PersonX be too slow",1,"If PersonX be take care of, can be hindered by, PersonX take deep breath",0,"If PersonX have a long list, can be hindered by, PersonX be really late",0
"If it will be dangerous, can be hindered by, person x be immortal",0,"If person x have PersonX mind on thing, can be hindered by, PersonX be paralyze",0,"If PersonX eat PersonY anyway, can be hindered by, PersonX can not overpower persony",1,"If PersonX start to die, can be hindered by, the shell be lock away",0,"If PersonX eat the steak, can be hindered by, the steak be freeze",1
"If person x do not know person y., can be hindered by, PersonX please PersonY best",0,"If PersonX say that, can be hindered by, PersonY get that",0,"If PersonX care too much about persony, can be hindered by, PersonX take PersonY",0,"If PersonX can not keep, can be hindered by, PersonX look directly at PersonY",0,"If PersonX get mad at PersonY, can be hindered by, person y be right",1
"If PersonX take the subway, can be hindered by, the subway be not run",1,"If PersonX catch the next train, can be hindered by, the train just pass",1,"If PersonX lose PeopleX, causes, PersonX be on a train",0,"If PersonX catch a ride with friend, can be hindered by, PersonX take the subway",0,"If PersonX be walk around downtown, can be hindered by, PersonX can not get a ride downtown",1
"If PersonX support PersonY weight, can be hindered by, person y be overweight",1,"If PersonX pull PersonY along, can be hindered by, PersonY weigh too much",1,"If PersonX get very fat, can be hindered by, PeopleX metabolism be too high",1,"If PersonX take off PersonY shirt, can be hindered by, PersonY be taller than personx",1,"If PersonX be gain a weight, can be hindered by, PersonX be bad",0
"If PersonX love PersonY performance, as a result, PersonX wants to, PersonX want to praise PersonY",1,"If PersonX look cool, but before, PersonX needed, PersonY want to compliment PersonX",0,"If PersonX do PersonX work well, as a result, PersonY or others want to, PersonY want to promote PersonX",1,"If PersonX look cool, as a result, PersonY or others want to, PersonY want to compliment PersonX",1,"If PersonX love PersonY performance, as a result, PersonX wants to, PersonX want to congratulate PeopleX",1
"If PersonX invite PersonY, PersonX is seen as, PersonX be welcome",1,"If PersonX could join something, as a result, PersonX will, PeopleX invite PersonX",1,"If PersonX want to enjoy it, as a result, PersonX wants to, PersonX welcome PeopleX aboard",0,"If PersonX gladly accept, as a result, PersonX will, PeopleX have some place",1,"If PersonX give PersonY a welcome, as a result, PersonX will, PeopleX love to do that",0
"If PersonX win that, as a result, PersonX wants to, PersonX be a winner",1,"If PersonX win the game, as a result, PersonX wants to, PersonX want to be victorious",1,"If PersonX win a case, because PersonX wanted, PersonX play better",0,"If PersonX take PersonX shot, as a result, PersonX wants to, PersonX want to succeed",1,"If PersonX decide instead, as a result, PersonX wants to, PersonX want to be succesful",1
"If PersonX do something new, PersonX is seen as, PersonX be unstable",0,"If PersonX go wrong, as a result, PersonX feels, PersonX go down it",0,"If PersonX have nervous breakdown, includes the event or action, PersonX lose control",1,"If PersonX would fail, because PersonX wanted, PersonX be concern",0,"If PersonX be disoriented, as a result, PersonX wants to, PersonX be lose",1
"If PersonX do it, as a result, PersonX will, PeopleX be wrong",1,"If PersonX call PersonY ___ to fact, because PersonX wanted, PeopleX be wrong about something",1,"If PersonX guess the answer, because PersonX wanted, PersonX be wrong",0,"If PersonX put the rest, PersonX is seen as, PersonX be wrong",0,"If PersonX demand a refund, as a result, PersonX feels, PersonX be wrong",1
"If PersonX have never see, as a result, PersonX wants to, PersonX have no idea",1,"If PersonX want to find great opportunity, as a result, PersonX wants to, PersonX do not know any of PeopleX",0,"If PersonX do not know either, as a result, PersonX wants to, PersonX want to know",1,"If PersonX see all of friend, because PersonX wanted, PersonX do not have",0,"If PersonX get some friend together, as a result, PersonX wants to, PersonX have no friend",0
"If PersonX want a money, as a result, PersonX wants to, PersonX want to get a huge profit",0,"If PersonX be successful, as a result, PersonX wants to, PersonX make enough money",1,"If PersonX take profit, as a result, PersonX will, PeopleX need that",0,"If PersonX put the money, as a result, PersonX wants to, PersonX want to make more money",1,"If PersonX make some gain, as a result, PersonX wants to, PersonX want to have enough money",0
"If PersonX be plan PersonX wedding, as a result, PersonX wants to, PersonX get marry",1,"If PeopleX get marry, as a result, PersonX wants to, PeopleX be marry",1,"If PersonX attend the wedding, because PersonX wanted, PersonX get marry",1,"If PersonX tell PersonY love, as a result, PersonY or others want to, PersonY want to marry",1,"If PersonX find the perfect one, as a result, PersonY or others want to, PersonX want to marry",0
"If PersonX be a fashion designer, PersonX is seen as, PersonX be fashionable",1,"If PersonX find the perfect dress, PersonX is seen as, PersonX be fashionable",1,"If PersonX be fashionable, PersonX is seen as, PersonX be a fashion designer",0,"If PersonX put on clothes, as a result, PersonX wants to, PersonX be presentable",1,"If PersonX want to demonstrate, as a result, PersonX wants to, PersonX work on appearance",0
"If PersonX clear PersonY 's mind, but before, PersonX needed, PersonX need to make up a lie",1,"If PersonX wear something, as a result, PersonX will, PersonX pretend to be PersonY",1,"If PersonX have a crush on PersonY, PersonX is seen as, PersonX be imposter",0,"If PersonX maintain PersonX 's identity, as a result, PersonX wants to, PersonX deceive other",1,"If PersonX make fake id, happens after, PersonX obtain PersonY information",0
"If PersonX be freeze, as a result, PersonX wants to, PersonX need heat",1,"If PersonX finally ask, as a result, PersonX wants to, PersonX be get cold",0,"If PersonX play in that, as a result, PersonX wants to, PersonX be cold",1,"If PersonX be get colder, as a result, PersonX will, PersonX look for heat",1,"If PersonX make a fire, because PersonX wanted, PeopleX be cold",1
"If PersonX take PersonY time, can be hindered by, PersonX be cautious",0,"If PersonX discuss the matter with PersonY, as a result, PersonX feels, PersonX be more careful in future",0,"If PersonX hold PersonY back, PersonX is seen as, PersonX be cautious",1,"If PersonX hurt PersonY much, can be hindered by, PersonX do not want to get in trouble",1,"If PersonX threaten PersonY 's existence, can be hindered by, PersonX do not want to get in trouble",1
"If PersonX get chinese food, as a result, PersonX wants to, PersonX want to eat chinese food",1,"If PersonX enjoy the food, because PersonX wanted, PersonX like the food",1,"If PersonX get a good spot, as a result, PersonX feels, PeopleX have amazing food",0,"If PersonX try PersonY food, as a result, PersonY or others want to, PersonY want to have a delicious food",1,"If PersonX try to get something, because PersonX wanted, PersonX like spicy food",1
"If PersonX be really nervous, as a result, PersonX feels, PersonX be anxious",1,"If PersonX get anxious, PersonX is seen as, PersonX be nervous",1,"If PersonX become anxious, PersonX is seen as, PersonX be nervous",1,"If PersonX get very scared, as a result, PersonX feels, PersonX be freak out",1,"If PersonX be extremely nervous, as a result, PersonX feels, PersonX be worried",1
"If PersonX end PersonY life, PersonX is seen as, PersonX get nervous",0,"If PersonX lose PersonX son, as a result, PersonX wants to, PersonX want to mourn",1,"If PersonX die at age, as a result, PersonX feels, PersonX want a child",0,"If PersonX kill PersonY husband, as a result, PersonX feels, PersonX be scare",1,"If PersonX lose PeopleX, as a result, PersonX feels, PersonX feel worried",1
"If PersonX get sad, as a result, PersonX wants to, PersonX want to cry",1,"If PersonX keep cry, as a result, PersonX wants to, PersonX be sad",0,"If PersonX feel really bad, as a result, PersonX wants to, PersonX want to cry",1,"If PersonX feel very depressed, as a result, PersonX wants to, PersonX want to cry",1,"If PersonX talk about feeling, as a result, PersonX wants to, PersonX want to cry",1
"If PersonX be finally PersonX 's turn, because PersonX wanted, PersonX get PersonX turn",1,"If PersonX have that, as a result, PersonX wants to, PeopleX get it",1,"If PersonX finally find, because PersonX wanted, PersonX find the right one",1,"If PersonX pick one, because PersonX wanted, PersonX find the one",0,"If PersonX pay close attention, because PersonX wanted, PeopleX get PersonX",0
"If PersonX have just take it, as a result, PersonX wants to, PersonX be delighted",0,"If PersonX have much fun, because PersonX wanted, PersonX be happy",1,"If PersonX relish the moment, because PersonX wanted, PersonX live a good life",0,"If PersonX would love it, as a result, PersonX wants to, PersonX get more of it",1,"If PersonX do it, because PersonX wanted, PersonX like",1
"If PersonX swerve off the road, can be hindered by, PersonX be not the person drive",1,"If person x do not know way to go, can be hindered by, PersonX should rest",0,"If PersonX drive over limit, as a result, PersonX wants to, PersonX slow down",1,"If PersonX take the wheel, can be hindered by, PersonX be not in a car",1,"If PersonX want to go to park, PersonX is seen as, PersonX rest on something",0
"If PersonX sleep in tomorrow, because PersonX wanted, PersonX want relaxation",1,"If PersonX feel really tired, PersonX is seen as, PersonX be lazy",1,"If PersonX be feel tire, PersonX is seen as, PersonX be lazy",1,"If PersonX feel tired, as a result, PersonX wants to, PersonX be sleepy",1,"If PersonX have the day, as a result, PersonX wants to, PersonX sleep day",1
"If PersonX get a toy, as a result, PersonX feels, PersonX feel happy",1,"If PersonX be always good, as a result, PersonX wants to, PersonX get a new toy",1,"If PersonX get a new toy, as a result, PersonX wants to, PeopleX be be",0,"If PersonX find a toy, as a result, PersonX will, PersonX smile",1,"If PersonX get toy, as a result, PersonX will, PersonX love play with toy",1
"If PersonX beat PersonX friend, as a result, PersonY or others want to, PersonY be sad",0,"If PersonX pick a fight, as a result, PersonY or others feel, PersonY be mad",1,"If PersonX pick a fight, as a result, PersonY or others feel, PersonY be angry",1,"If PersonX beat PersonY friend, as a result, PersonX wants to, PersonY be sad",0,"If PersonX begin to fight, as a result, PersonY or others feel, PersonY be also angry",1
"If PersonX purchase a new one, because PersonX wanted, PersonX upgrade",1,"If PersonX feel good about that, PersonX is seen as, PersonX need a new one",0,"If PersonX make PersonX purchase, as a result, PersonX wants to, PersonX want to obtain new thing",1,"If PersonX buy a replacement, as a result, PersonX wants to, PersonX want to use the new one",1,"If PersonX lose PersonX place, as a result, PersonX wants to, PersonX want to make a new place",1
"If PersonX have memory about it, as a result, PersonX wants to, PersonX remember it",1,"If PersonX give persony more time, as a result, PersonX wants to, PersonX want to remember something",0,"If PersonX would never forget, as a result, PersonX wants to, PeopleX have good memory",1,"If PersonX suddenly remember, PersonX is seen as, PersonX be forgetful",1,"If PersonX lose PersonX identity, as a result, PersonX will, PersonX get amnesia",1
"If PersonX explain the situation to PersonY, as a result, PersonX wants to, PersonX want",1,"If PersonY want to explain to PersonX, as a result, PersonY or others want to, PersonX ask the question",0,"If PersonY want to show it to PersonX, as a result, PersonX wants to, PersonX want to explain reasoning",0,"If PersonX try, as a result, PersonX wants to, PersonX want to explain to PersonY",1,"If PersonX require PersonY explanation, as a result, PersonX wants to, PersonY understand the situation",1
"If PersonX want to talk, as a result, PersonX feels, PersonX be curious",1,"If PersonX decide to do something, PersonX is seen as, PersonX want to meet people",0,"If PersonX want to talk, as a result, PersonY or others feel, PersonX feel curious",1,"If PersonX meet new people, as a result, PersonX wants to, PersonX want to make plan",1,"If PersonX decide to check it out, as a result, PersonX feels, PersonX be curious",1
"If PersonX like hot dog, because PersonX wanted, PersonX see",0,"If PersonX try to get something, because PersonX wanted, PersonX like spicy food",1,"If PersonX buy a sandwich, as a result, PersonX wants to, PersonX want to eat",1,"If PersonX order some pizza, as a result, PersonX wants to, PersonX want to eat it",1,"If PersonX get a hot dog, as a result, PersonX will, PersonX get hungry",1
"If PersonX ensure, as a result, PersonX wants to, PersonX see",1,"If PersonX meet that, because PersonX wanted, PersonX want that",1,"If PersonX also set, as a result, PersonX wants to, PersonX see",1,"If PersonX want that, as a result, PersonX wants to, PersonX see that",0,"If PersonX find it, as a result, PersonX wants to, PersonX have",1
"If PersonX feel disappointed, PersonX is seen as, PersonX be demoralize",1,"If PersonX get reject, PersonX is seen as, PersonX feel disappointed",0,"If PersonX feel disappointed, as a result, PersonX feels, PersonX be horrible",1,"If PersonX be disappointed, as a result, PersonX feels, PersonX feel upset",1,"If PersonX be go to fail, as a result, PersonX wants to, PersonX be discourage",0
"If PersonX have to go home, because PersonX wanted, PersonX be get late",1,"If PersonX hurry home, PersonX is seen as, PersonX be run late",1,"If PersonX almost miss it, as a result, PersonX wants to, PersonX be late",1,"If PersonX get another flight, because PersonX wanted, PersonX be late",1,"If PersonX be run late for school, as a result, PersonX wants to, PersonX want to drive home",1
"If PersonX take the rein, as a result, PersonX wants to, PersonX outlive PeopleX",0,"If PersonX get very old, as a result, PersonX wants to, PersonX be aged",0,"If PersonX stay late, because PersonX wanted, PersonX finish work",1,"If PersonX get out office, as a result, PersonX wants to, PersonX be finally PersonX turn",0,"If PersonX leave there, as a result, PersonX will, PersonX have finish",0
"If PersonX have that, as a result, PersonX wants to, PersonX like that",1,"If PersonX hold that, because PersonX wanted, PersonX want to live",1,"If PersonX have come true, as a result, PersonX wants to, PersonX want",1,"If PeopleX be there, as a result, PersonX wants to, PersonX see that",0,"If PersonX want that, as a result, PersonX wants to, PersonX cry",1
"If PersonX get bad, because PersonX wanted, PersonX express PersonX angst",1,"If PersonX give other hard time, as a result, PersonX wants to, PersonX quickly turn",0,"If PersonX seek shade, as a result, PersonX wants to, PersonX react",0,"If PersonX fall, as a result, PersonX wants to, PersonX be be reckless",0,"If PersonX feel worthless, PersonX is seen as, that will do something",0
"If PersonX be still late, as a result, PersonX wants to, PersonX cancel",1,"If PersonX cancel the date, as a result, PersonX will, PersonX can break up",1,"If PersonX take day, as a result, PersonX will, PersonX miss a appointment",1,"If PersonX do not have time, as a result, PersonX will, PersonX do not do it",1,"If PersonX be time, can be hindered by, the performance be cancel",1
"If PersonX have the biscuit, PersonX is seen as, PersonX be ravenous",1,"If PersonX love chocolate, as a result, PersonX feels, PersonX be hungry",1,"If PersonX add butter, as a result, PersonX wants to, PersonX eat the bread",1,"If PersonX bake some cookie, as a result, PersonX wants to, PersonX eat cookie",1,"If PersonX be hungry, PersonX is seen as, PersonX have the biscuit",0
"If PersonX especially like, as a result, PersonX wants to, PeopleX like",1,"If PersonX like it, as a result, PersonX wants to, PersonX like it",1,"If PersonX seem to like PersonY, because PersonX wanted, PersonX want to tan",0,"If PersonX really want it, as a result, PersonX feels, PersonX be attract",1,"If PeopleX love that, as a result, PersonX wants to, PeopleX want PersonX",1
"If PersonX place it on table, as a result, PersonX wants to, PersonX leave the table",1,"If PersonX finish eating, because PersonX wanted, PersonX leave the restaurant",0,"If PersonX eat for two, as a result, PersonX wants to, PersonX want to leave the restaurant",1,"If PersonX leave the restaurant, because PersonX wanted, PersonX do not focus on run",0,"If PersonX apply at restaurant, happens before, PersonX get evict",0
"If PersonX be feel, as a result, PersonX wants to, PersonX think",1,"If PersonX back be sore, as a result, PersonX wants to, PersonX want to do",0,"If PersonX get bad, because PersonX wanted, PersonX express PersonX angst",1,"If PersonX want that, as a result, PersonX wants to, PersonX cry",1,"If PersonX get, as a result, PersonX wants to, PersonX feel angry",0
"If PersonX put PersonY at ease, as a result, PersonX wants to, PersonY feel good about something",1,"If PersonX feel calmer, as a result, PersonX wants to, PersonX want to relax",1,"If PersonX feel ill at ease, because PersonX wanted, PersonX avoid stress",1,"If PersonX be relieve, as a result, PersonX feels, PersonX relax",0,"If PersonX be free from pain, as a result, PersonX feels, PersonX feel happy",1
"If PersonX refuse to go, as a result, PersonX feels, PersonX be annoyed",1,"If PersonX do not let, as a result, PersonX feels, PersonX feel frustrated",1,"If PersonX have not let, as a result, PersonX wants to, PersonX rub PersonY the wrong way",0,"If PersonX reluctantly try, as a result, PersonX feels, PersonX be upset",1,"If PeopleX can not do that, as a result, PersonX feels, PersonX feel upset",1
"If PersonX take class, as a result, PersonX will, PersonX be interesting",0,"If PersonX attend class, as a result, PersonX feels, PersonX be intrigue",1,"If PersonX get great grade in school, as a result, PersonX wants to, PersonX keep PeopleX up",1,"If PersonX pass PersonX class, as a result, PersonX wants to, PersonX want to advance to class",1,"If PersonX be a student, as a result, PersonX wants to, PersonX try out for something",1
"If PersonX bother PersonY much, as a result, PersonX wants to, PersonX want to notice",1,"If PersonX get PersonX attention help PeopleX, because PersonX wanted, PersonX make fun of PersonY for it",0,"If PersonX get hold of PersonY, as a result, PersonX wants to, PersonX want to have attention",1,"If PersonX be be disruptive, because PersonX wanted, PersonX want attention",1,"If PersonX want to post the hit on media, as a result, PersonX wants to, PersonX round up",0
"If PersonX get the best of PersonY, as a result, PersonX wants to, PersonX emerge victorious",1,"If PersonX lead PersonX team to victory, because PersonX wanted, PersonX beat the other team",1,"If PersonX get the better of PersonY, because PersonX wanted, PersonX show PeopleX superiority",1,"If PersonX beat PersonY in competition, because PersonX wanted, PersonX want some it",0,"If PersonX achieve, as a result, PersonX will, PersonX want to compete with PersonY",0
"If PersonX have a credit limit, can be hindered by, PersonX can not turn",0,"If PersonX use PersonY 's debit card, as a result, PersonY or others will, PersonY can not buy thing",1,"If PersonX win a money, can be hindered by, PersonX have not buy a lottery",1,"If PersonX buy souvenir, can be hindered by, security ban PersonX store for theft",1,"If PersonX give PersonY a discount, can be hindered by, the item be not on sale",1
"If PersonX read, as a result, PersonX wants to, PersonX let",1,"If PeopleX catch that, as a result, PersonX will, PeopleX let",1,"If PersonX get the dog, because PersonX wanted, PersonX let",1,"If PeopleX want to do it, as a result, PersonX wants to, PeopleX do that",1,"If PersonX tell PersonY intend, as a result, PersonX wants to, PersonX let",1
"If PersonX tell PersonY the story, PersonX is seen as, PersonX be entertaining",1,"If PersonX tell PersonX tale, but before, PersonX needed, PersonX need to be good at storytelling",1,"If PersonX be entertaining, PersonX is seen as, PersonX tell PersonY story",0,"If PersonX need conversation to PersonY, but before, PersonX needed, PersonX need to be a good story teller",0,"If PersonX tell PersonY tale, as a result, PersonX feels, PersonX be important",1
"If PersonX move wagon along, happens after, PersonX get",1,"If PersonX take the trip, as a result, PersonX wants to, PersonX drive",0,"If PersonX be go on trip, as a result, PersonX wants to, PersonX want to drive",1,"If PersonX take PersonX truck, as a result, PersonX wants to, PersonX 's truck be out gas",0,"If PersonX take PersonY truck, as a result, PersonX wants to, PersonX want to drive on trip",1
"If PersonX stop at restaurant, because PersonX wanted, PersonX get something",1,"If PersonX jump the queue, as a result, PersonX wants to, PersonX want to order something",1,"If PersonX make reservation, as a result, PersonX wants to, PersonX want to go to restaurant",1,"If PersonX drink the beer, as a result, PersonX will, PersonX want to order some food",0,"If PeopleX come into restaurant, as a result, PersonX feels, PersonX make to have",0
"If PersonX take in air, as a result, PersonX wants to, PersonX move to cambridge",0,"If PersonX go a long way, but before, PersonX needed, PersonX need to travel on cross-country",1,"If PersonX carry away, happens before, PersonX go to fridge",1,"If PersonX want to travel, as a result, PersonX will, PersonX get in it",1,"If PersonX open the fridge, PersonX is seen as, PersonX be explorer",1
"If PersonX be go to kill PersonY, as a result, PersonX feels, PersonX be fear",1,"If PersonX go PersonY 's way, as a result, PersonX wants to, PersonX be fearful",0,"If PersonX hang around PersonY, PersonX is seen as, PeopleX feel afraid",0,"If PersonX hang, as a result, PersonX will, PeopleX be afraid of that",1,"If PersonX fight for life, PersonX is seen as, PersonX become afraid",0
"If PersonX salivate, as a result, PersonX will, PersonX order a hamburger",0,"If PersonX want to savor the taste, as a result, PersonX wants to, PersonX order a hamburger",0,"If PersonX make burger, because PersonX wanted, PersonX bbq on grill",1,"If PersonX be hungry, PersonX is seen as, PersonX make burger",0,"If PersonX make hamburger, PersonX is seen as, PersonX be determine",1
