0,0_label,1,1_label,2,2_label,3,3_label,4,4_label,0_tq,0_tq_label,1_tq,1_tq_label,2_tq,2_tq_label,3_tq,3_tq_label,4_tq,4_tq_label,5,5_label,6,6_label,7,7_label,8,8_label,9,9_label
"The event PersonX get PersonY money will not happen, if PersonY money be",1,"PersonX bring PersonY to ground, thus as a result on PersonY's emotion, PersonY feel PersonY be shun",0,"PersonX look suspiciously at PersonY, thus as a result on PersonY's emotion, PersonY feel nervous",1,"The event PersonX have be glue to PersonY will not happen, if PersonX quit PersonY job",0,"PersonX set the pace, thus as an result, PeopleX make good progress",1,"If PersonX make a good grade, as a result, PersonX will, PersonX get nice reward",1,"If PersonX swing both way, PersonX is seen as, PersonX floss PersonX tooth",0,"If PersonX have a black cat, as a result, PersonX wants to, PersonX have a pet",1,"If PersonX damn the torpedo, can be hindered by, PersonX be shopping at mall",0,"If PersonX be a elderly person, as a result, PersonX will, PersonX be do with PeopleX",0,"PersonX be afraid of water, thus, PersonX want to overcome fear",1,"PersonX take advantage, thus, PersonX want to become rich",1,"PersonX explain PersonX situation, thus it can be seen about PersonX's attribute that PersonX be talkative",1,"PersonX buy a video game, thus it can be seen about PersonX's attribute that PersonX never catch",0,"PersonX be combative, thus it can be seen about PersonX's attribute that PersonX break up with girlfriend",0
"PersonX could get, thus it can be seen about PersonX's attribute that PersonX be opportunistic",1,"The event PersonX like to meet for lunch will not happen, if PeopleX friend can not make it",1,"PersonX give chase, thus, PersonY want to get away",1,"The event PersonX reach PersonX goal will not happen, if PersonX watch tv in time",1,"PersonX would not give up on it, thus as an result, PersonX achieve something",1,"If PersonY want to understand the solution, as a result, PersonY or others want to, PersonX buy a christmas tree",0,"If PersonX go home with PersonY, as a result, PersonY or others want to, PersonX bear oneself",0,"If PersonX change PersonX pants, as a result, PersonX feels, PeopleX do not have another pair of pants",0,"If PersonX do not have transportation, can be hindered by, PersonX visit PersonY parent",0,"If PersonX talk to husband, but before, PersonX needed, PersonX go",1,The event PersonX go year will not happen unless PersonX plan ahead,1,"The event PersonY already offer will not happen, if the other person would not forfive >",0,"After PersonX have be date for year, PersonX find a girlfriend",1,"PersonX leave the beach, thus it can be seen about PersonX's attribute that PersonY be ignore",0,"PersonX decide to quit it, thus it can be seen about PersonX's attribute that PersonX ask the neighbor",0
"PersonX take old one, thus, PersonX want to get PersonZ help",0,"The event PersonX therefore can not grab the trash will not happen, if the PersonX be in hurry",0,"PeopleX get scare, thus as an result, PersonY own something",0,"PersonX need brace, thus it can be seen about PersonX's attribute that PersonX 's tooth be grow",0,"PersonX take the medicine, thus it can be seen about PersonX's intention that PersonX feel less sick",1,"If PeopleX want to play, as a result, PersonX will, PersonX finish PersonX breakfast",0,"If PeopleX get something for PersonY, as a result, PersonX will, PersonX gain prestige",0,"If PersonY want to cry about it, as a result, PersonY or others want to, PersonX make PersonY sense",0,"If PersonX clean PersonX tooth, PersonX is seen as, PersonX go to sleep",0,"If PersonX make it safely, as a result, PersonX will, PersonX sigh a relief",1,"PersonX make the olympic team, thus as a result on PersonX's emotion, PersonX feel PersonX be gratify",1,"Because PersonX be there, PersonX to go",1,The event PersonX restlessness includes the event/action that PersonX join baseball team,0,"PersonX take one look at PersonY, thus as an result, PersonY may stress",1,"PersonX be truthful, thus it can be seen about PersonX's intention that help PersonZ for struggle free life",0
"PersonX provide PersonY source, thus it can be seen about PersonX's attribute that PersonX be knowledgeable",1,"PersonX try to help persony, thus, PersonX want to get a ladder",0,"PersonX leave together, thus it can be seen about PersonX's attribute that PersonX improve PersonX 's lot",0,"PersonX find PersonY a place, thus as a result on PersonX's emotion, PersonX feel PersonX be insecure",0,"PersonX get scare, thus as an result, PersonY can not find stuff",0,"If PersonX boil water for minute, as a result, PersonY or others want to, the firestation be test hydrant",0,"If PersonX fall from swing, as a result, PersonX feels, PersonX hurt PersonY head",0,"If PersonX help PersonX team, as a result, PersonY or others feel, PersonY be victorious",1,"If PersonX send PersonY to store, as a result, PersonY or others feel, PersonY feel afraid",1,"If PersonX be almost late, but before, PersonX needed, PersonX have some place",1,"PersonX cry in pain, thus as an result, PersonX celebrate christmas",0,"PersonX put PersonY in position, thus as a result on PersonX's emotion, PersonX feel PersonX be happy",1,"PersonX bring PersonY dog, thus it can be seen about PersonX's attribute that PersonX be kind",1,"Before when PeopleX parent go away, PersonX be ground for week",0,The event PersonX buy a new wallet will not happen unless PersonX need checkout with wallet,1
"PersonX stop kiss PersonY, thus as an result, PersonX feel",1,"The event PersonX like it much will not happen, if PersonX do not have anyone 's number",0,"The event PersonX do not want to start a argument will not happen, if PersonX lose PeopleX recipe book",0,"PersonX keep PersonY word, thus it can be seen about PersonX's intention that PersonX want to sit down",0,"PersonX check front door, thus as an result, PersonX rake the yard",0,"If PersonX meet PersonY demand, but before, PersonX needed, PersonX need to plan",1,"If PersonY want to do that, as a result, PersonY or others will, PersonX do it",0,"If PersonX make a bowl of cereal, as a result, PersonX wants to, PersonX want to wash it",1,"If PersonX be at the grocery store with mom, as a result, PersonY or others feel, PersonY be concern by kid",1,"If PersonX be in time out, as a result, PersonX will, PersonX miss something",0,"PersonX roll away, thus, PersonX want to confuse",1,"PersonX go fishing with dad, thus as an result, PeopleX get wet",1,"PersonX be competitve, thus it can be seen about PersonX's attribute that PersonX offer PersonY the job",0,The event PersonX offer PersonY a ride will not happen unless PersonX know,1,"PersonX have something, thus it can be seen about PersonX's attribute that something give PersonX",0
"PersonX make PersonY move, thus as a result on PersonX's emotion, PersonX feel PersonX be domineering",1,"PersonX be in better shape, thus as an result, PersonX leave a mark",0,The event PersonX set off includes the event/action that PersonX finish jury duty,0,"PersonX protect PersonX interest, thus, PersonX want to show responsibility",1,The event PersonY have enough will not happen unless PersonX pay PersonY 's water bill,0,"If PersonX take PersonX share, PersonX is seen as, PersonX shoot PersonX load",0,"If something be at sammy 's house, causes, that be perfect for PersonX",0,"If PersonX make PersonY assessment, can be hindered by, PersonY do not show up",1,"If PersonX take PersonY to game, as a result, PersonX feels, PersonX be happy",1,"If PersonX accomplish PersonX goal, as a result, PersonX will, PersonX gain self worth",1,"PersonX be back to normal, thus, PersonX want to get back to routine",1,"PersonX stay warm, thus as a result on PersonX's emotion, PersonX feel PersonX be warm",1,"The event PersonX watch the movie will not happen, if PersonY girlfriend want",1,"PersonX feel really bad, thus as a result on PersonX's emotion, PersonX feel PersonX be sorry",1,"PersonX donate blood, thus as an result, PersonX drive to clinic",0
"PersonX chase the cat, thus, PersonX want to play with cat",1,"PersonX buy some ice cream, thus as a result on PersonX's emotion, PersonX feel PersonX be satisfied",1,"PersonX take to cleaner, thus as a result on PersonX's emotion, PersonX want to pay for cleaning",0,"The event PeopleX savings be nonexistent will not happen, if PersonX can not afford dance class",0,"PersonX want to build a house, thus, PersonX want to break ground",0,"If PersonX eat a hot dog, but before, PersonX needed, PersonX need to sell more product",0,"If PersonX apply pressure, but before, PersonX needed, PersonX lift foot to shoulder",0,"If PersonX push PersonY around, as a result, PersonY or others will, PersonY fall down",1,"If PersonX preserve PersonX 's identity, PersonX is seen as, PersonX get PersonX thing",0,"If PersonX need to print a return label, but before, PersonX needed, PersonX love to bake",0,"PersonX cry with joy, thus as an result, PersonX try to steal",0,"PersonX take photo for remembrance, thus as an result, PersonY be more comfortable around PersonX",0,"PersonX do not want to go to that, thus as a result on PersonX's emotion, PersonX take up PersonY 's residence",0,"The event PersonX can not read the language will not happen, if the bath be too cold",0,The event PersonX star out the window will not happen unless PersonX walk over window,1
"The event PersonX can not pronounce persony s name will not happen, if PersonX be not teach valuable skill by teacher",0,"PersonX want anything, thus, PersonY want to pay PersonX for work",1,"PersonX clean PersonX home, thus it can be seen about PersonX's intention that PersonX intent to PeopleX want to be healthier",1,"PersonX be shameful, thus as a result on PersonX's emotion, PersonX retire from work",0,"PersonX fall down, thus as a result on PersonX's emotion, PeopleX feel amuse",1,"If PersonX be let go, can be hindered by, PersonX have a mortgage",1,"If PersonX take a class, can be hindered by, PersonX spend most of time",1,"If PersonX come to PersonY, but before, PersonX needed, PersonX need to talk to PersonY",1,"If PersonX take PersonY to dentist, as a result, PersonX feels, PersonX be helpful",0,"If wouldnt shout PersonX, as a result, PersonX wants to, PersonX want to calm down",1,"PersonX sing PersonX song, thus it can be seen about PersonX's attribute that PersonX be skilled",1,"The event PersonX be still marry to person will not happen, if the mess take a long time",0,"PersonX hang up PersonX boot, thus it can be seen about PersonX's intention that PersonX take PeopleX family for outing",0,The event PersonX need to develop a work plan will not happen unless PersonX take advantage of PersonY,0,"PersonX like PersonY much, thus it can be seen about PersonX's attribute that PersonX walk down the stair",0
"PersonX try PersonY hand, thus as an result, PersonX lose the card game",1,"PersonX move finger, thus as an result, PersonX get the tuition fee",0,The event PersonX serve PersonX turn will not happen unless PersonX grab the hat,0,"PersonX see some friend, thus it can be seen about PersonX's attribute that PersonY be cheerful",0,"The event the grocery store close hour will not happen, if PersonX forget PeopleX list at home",0,"If PersonX start to move, PersonX is seen as, PersonX be mobile",1,"If PersonY want to thank PersonX, as a result, PersonY or others want to, PersonX make PersonY entrance",0,"If PersonX slap PersonY face, as a result, PersonX wants to, PersonX need to approach the person",0,"If PersonX wrap paper, but before, PersonX needed, PersonX need to buy wrap paper",1,"If PersonX need to surprise, but before, PersonX needed, PersonX need to cut tie with PersonY",0,"PersonX push PersonY 's head, thus as an result, PersonX get arrest",1,"PersonX head to work, thus as an result, PersonY get",1,"PersonX run into there, thus it can be seen about PersonX's intention that PersonX visit PersonY 's relative",0,"PersonX be like good consumer, thus as a result on PersonX's emotion, PersonX purchase the bike",0,"PersonX grow something, thus as an result, PersonX sell that",1
The event PersonX carry a tune will not happen unless PersonX sing song,1,"PersonX have laundry, thus, PersonX want to wash that",1,"The event PersonX drive too fast will not happen, if there be traffic",1,"PersonX bear PersonY 's share, thus as an result, PersonX become responsible",1,"The event PersonX do not have it in heart will not happen, if a violent PersonY hurt PersonZ",0,"If PersonX send text message, as a result, PersonX wants to, PersonX reply back",1,"If PersonX like teaching, because PersonX wanted, PersonX communicate information",0,"If PersonX 's neighbor will steal from PersonY, can be hindered by, PersonX come live with PersonY",0,"If PersonX use the information, as a result, PersonX wants to, PersonX want to throw out one spider",0,"If PersonX pull PersonY, as a result, PersonY or others want to, PersonY want to have a relationship with PersonX",1,"Because PeopleX talk to other, PersonX can fix car",0,"PersonX not hurt himself, thus it can be seen about PersonX's intention that PersonX replace a exist one",0,"PersonX announce the winner, thus as an result, PersonX be applaud",1,"PersonX collect shell, thus it can be seen about PersonX's attribute that PersonX be whimsical",1,"The event persony tell personx not touch PeopleX stuff will not happen, if PersonX lack the ability",0
"PersonX want to see PersonY again, thus as an result, PeopleX give PersonX PeopleX phone number",1,"it be not easy, thus as an result, one day leave",1,"PersonX be work hard at job, thus as a result on PersonX's emotion, PersonX feel PersonX be satisfied",1,The event PersonX chew food includes the event/action that PersonX bite,1,"The event PersonX have PersonX appendix will not happen, if PeopleX appendix remove",1,"If PersonX go again year, as a result, PersonX will, PersonX could not find anything",0,"If PersonX be go fishing, as a result, PersonX wants to, PersonX want to go home",1,"If PersonX miss the party, happens before, PersonY win the race",0,"If PersonX work sick, as a result, PersonX will, PersonX lose energy",1,"If PersonX get really into it, as a result, PersonX will, what PersonY be do",1,"PersonY wont see PeopleX, thus as an result, PersonX stay",0,"PersonX leave PersonX wallet at home, thus as a result on PersonY's emotion, PersonY feel PersonY be submissive",1,"PersonX want a pet cat, thus as a result on PersonX's emotion, PersonX feel PersonX be thrill",1,"PersonX open PersonX own store, thus it can be seen about PersonX's attribute that PersonX love PersonX country",0,"PersonX enjoy something, thus it can be seen about PersonX's attribute that PersonX have much stuff",0
"PersonX go back to college, thus it can be seen about PersonX's attribute that PersonX be smart",1,"Before PersonX be clean PersonY 's apartment, PersonX be question by PersonY",0,"PersonX receive treatment, thus as a result on PersonX's emotion, PersonX ace the test",0,"The event peesonx be not comfortable will not happen, if PersonX can not get the person",0,"PersonX get rid altogether, thus it can be seen about PersonX's attribute that PersonX be decide",1,"If PersonX stand shoulder to shoulder, happens after, PersonX drive to mosque",1,"If PersonX find PersonY cat, as a result, PersonY or others will, PersonX stop do something",0,"If to what will happen, but before, PersonX needed, PersonX get creative",0,"If PersonX open a present, as a result, PersonX feels, PersonX be depressed",0,"If PersonX get through head, as a result, PersonX will, PersonX achieve enlightenment",1,"Because something be grateful to PersonX, PersonX sail",0,"PersonX hire immediately, thus as an result, PersonX catch balance",0,"PersonX keep PersonX grade up, thus as an result, PersonX praise",1,"PersonX give PersonY a bonus, thus as a result on PersonY's emotion, PersonY feel PersonY be happy",1,"PersonX hit the car, thus, PersonX want to apolgize",1
"PersonX have a alarm clock, thus it can be seen about PersonX's attribute that PersonX set PeopleX alarm",0,"The event PersonX ask PersonY mom will not happen, if PersonY mom will not listen to PeopleX",1,"The event PersonX 's shoe be not supportive will not happen, if PersonX keep up with jonese",0,"The event PersonX be quite nervous will not happen, if PersonX need to be go for meeting",0,"PeopleX sit in there, thus it can be seen about PersonX's attribute that PeopleX feel bored",1,"If PersonX see distant object, as a result, PersonX will, PeopleX share it",0,"If PersonX be family-oriented, as a result, PersonX will, PersonX leave PersonY alone",0,"If PersonX start eat, as a result, PersonX will, PersonX drive the car fastly",0,"If PersonX mop PersonX brow, as a result, PersonX wants to, PersonX want to put the towel down",1,"If PersonX love elephant, as a result, PersonY or others will, PersonY people enjoy PersonX 's business",1,The event PersonX want to go there will not happen unless PersonX explain PersonY 's position,0,"PersonX leave PersonY 's country, thus, PersonX want to explain the rule",0,"PersonX rub PersonY 's thumb, thus, PersonY want to return the affection",1,The event PersonX go to sleep includes the event/action that PersonX sleep well,0,"PersonX do not want to leave, thus it can be seen about PersonX's attribute that PersonX be clingy",1
"PersonX put PersonX card on table, thus as a result on PersonY's emotion, PersonX get really scared",0,"The event PersonX do not live near gym will not happen, if PeopleX be old",0,"PersonX set PersonX hair on fire, thus as a result on PersonY's emotion, PersonX yank PersonY chain",0,"PersonX want some coffee, thus, PersonX want to pour another cup",1,"The event PersonX 's doctor advise PeopleX stay home will not happen, if PersonX be suspicious of intention",0,"If PersonX decide to save PersonX 's money, causes, PersonX be secure",0,"If PersonX try to ignore PersonY, PersonX is seen as, PersonX be mean",1,"If PersonX get to watch it, as a result, PersonX will, PeopleX ask for help",0,"If PersonX let something out, causes, PersonX keep something in there",0,"If PersonX eat chicken, as a result, PersonX feels, PersonX give PersonY attention",0,"PersonX become upset, thus as an result, PersonX avoid injury",0,"The event person x be too afraid of commitment will not happen, if PersonY be too unhealthy for surgery",0,The event PersonX leave PersonX house will not happen unless PersonX say bye bye,1,"PersonX avoid something, thus it can be seen about PersonX's attribute that PersonX be not hungry",0,"PersonY receive call from PersonX, thus as an result, PersonX potty train",0
"PersonX live PersonY 's life, thus as a result on PersonX's emotion, PersonX feel PersonX be understand",0,"The event PersonX be in PersonY will not happen, if PersonX ask PersonY",0,"The event the ferry break down will not happen, if person x have no food in house",0,"PersonX bring PersonY to ground, thus as a result on PersonX's emotion, PersonX see PersonY much",0,"PersonX splash about in water, thus, PersonX want to be wet",1,"If PersonX spend the evening with PersonY, as a result, PersonX wants to, PersonX get to know better",1,"If PersonX affect PersonY 's ability, as a result, PersonY or others want to, PersonY want to make new friend",1,"If PersonX want to go to store, as a result, PersonX wants to, PersonX love flower",0,"If PersonX see eye to eye, as a result, PersonX wants to, PersonX want to resolve thing",1,"If PersonX sell that, as a result, PersonX will, PeopleX buy something",1,"PersonX know PersonY father, thus as a result on PersonY's emotion, PersonX make a money",0,"PersonY be longing, thus as a result on PersonY's emotion, PersonX tell PeopleX",0,"PersonX sleep day, thus as a result on PersonX's emotion, PersonX feel PersonX be tire",1,"PersonY want to run around, thus, PersonY want to report to police",0,"PersonX ask PersonX friend for advice, thus as an result, PersonX be uncertain",0
"PersonX pick it, thus as a result on PersonY's emotion, PersonY feel annoyed",1,"Before PersonX love pizza, PersonX walk to pizzeria",1,"Because PersonX have the recipe, PersonX put something on that",0,"The event PersonY never return PersonX 's spare tire will not happen, if PersonX take PersonY 's cat to vet",0,"PersonX feel confident, thus as an result, PersonX be successful",1,"If PersonX leave PersonY 's friend, as a result, PersonX will, PersonX lose the friendship",1,"If PersonX take PersonX first bite, as a result, PersonY or others will, PersonY must confront the other person",1,"If PersonX need to understand PersonY 's test, but before, PersonX needed, PersonX help PersonY study",0,"If PersonX be hallucinate, PersonX is seen as, PersonX eat",0,"If PersonX pull out a gun, as a result, PersonX wants to, PeopleX be on PeopleX way",0,"Because PersonX have a upset stomach, PersonX throw up",1,"PersonX have much luck, thus as an result, PersonX be go to work",0,"The event PersonX reduce PersonX 's risk will not happen, if person x have month leave on lease",0,"something feel hungry, thus it can be seen about PersonX's attribute that PersonX draw PersonY away",0,"PersonX cry the way, thus it can be seen about PersonX's attribute that PersonX get new one",0
"PersonX look good on PersonY, thus as an result, PersonX stare at PersonY",1,The event PersonX check oil gauge includes the event/action that PersonX consider permutation,0,"PersonX ask PersonY on date, thus, PersonY want to ask PersonX in coffee",1,The event PersonX produce PersonY reaction will not happen unless PersonX remember PersonY response to situation,1,"Before PersonX develop PersonY strategy, PersonX have a meeting",1,"If PersonX have to go back, can be hindered by, PersonY be stick in sand",1,"If PersonX need to empty the trash can in house, but before, PersonX needed, PersonX need to leave PeopleX umbrella",0,"If PersonX would play with PeopleX, as a result, PersonX will, PersonY decide to ask",0,"If PersonX want to take home, as a result, PersonX will, PersonX call PersonY",1,"If PersonX call to complain, as a result, PersonY or others feel, PersonY be regretful",1,"PersonX be strong, thus it can be seen about PersonX's attribute that PersonX get tackle",0,"PersonX whip PersonY 's head around, thus it can be seen about PersonX's attribute that PersonX be violent",1,"The event PersonX never listen will not happen, if PersonX be a attentive person",1,"PersonX establish PersonY relationship, thus as an result, PersonX learn PeopleX position",1,"PeopleX see it in there, thus as a result on PersonX's emotion, PersonX feel PersonX be like a bad person",0
"PersonX teach PersonY a lesson, thus, PersonX want to see",1,"PersonX want to do a activity, thus as a result on PersonX's emotion, PersonX feel wistful",1,The event PersonX spend time with dad will not happen unless PersonX start PersonX business,0,"The event personx leave PeopleX wallet at home will not happen, if persony s son have the flu",0,"The event PersonX have to work will not happen, if PersonX take a field trip",0,"If PersonX buy PersonX 's lunch, as a result, PersonX will, PersonX lose money",1,"If PersonX perform PersonY 's function, PersonX is seen as, PersonX be talented",1,"If PersonX be puzzle, as a result, PersonX feels, PersonX search around",0,"If PersonX need to be in need for money, but before, PersonX needed, PersonX feel very accomplish",0,"If PersonX break open, but before, PersonX needed, PersonX need to talk",1,"PersonX split PersonX side, thus as an result, PersonX walk day",0,"PersonX ask PersonX roommate, thus as an result, PersonX tell a answer",1,"PersonX change PersonY tire, thus it can be seen about PersonX's attribute that PersonX ask PersonY 's name",0,The event PersonX have examination includes the event/action that PersonX write name,1,"PersonX call PersonX girlfriend, thus as an result, PersonX get",1
"Before PersonX have just move into apartment, PersonX give PersonY education",0,"PersonX be obnoxious, thus it can be seen about PersonX's attribute that PersonX smell good",0,The event PersonX learn to ride PersonX 's bike will not happen unless PersonX get a shovel smooth the dirt,0,"PersonX get the job, thus as a result on PersonX's emotion, PersonX have bad reference",0,"The event PersonX go to pub will not happen, if PersonX talk to friend",0,"If PersonX lift it up, as a result, PersonX wants to, PersonX see another painting",0,"If PersonX take PersonX dog out, as a result, PersonX feels, PersonX be accomplish",1,"If PersonX be deathly afraid, but before, PersonX needed, PersonX feel unhappy",1,"If PersonX have glass, causes, PersonX be mad",1,"If PersonX take the boat out, as a result, PersonX will, PersonX smoke for while",0,"PersonX move PersonY 's head, thus, PersonY want PersonX get into car",0,The event PersonX take fly lesson will not happen unless PersonX sign up for lesson,1,"PersonX sell candy bar, thus as an result, PersonY receive candy",1,"PersonX agree to try it, thus, PersonX want to follow advice",1,"PersonX want a baby, thus, PersonX want to go get a pregnancy test",1
"PersonX have to use the restroom, thus as a result on PersonX's emotion, PersonX feel PersonX be squirmish",1,"PersonX leave, thus as an result, PersonX get fire from work",0,"PersonX scream out, thus as a result on PersonY's emotion, PersonX pull rank",0,"PersonX gain more wisdom about topic, thus as an result, PersonX coomit a crime",0,"PersonX can navigate, thus as an result, PersonY get a promption",0,"If PersonX search around, as a result, PersonX will, PersonX get dirty",1,"If PersonX take PersonY examination, as a result, PersonX feels, PersonY be more knowledgable",1,"If PersonX exercise, happens after, PersonX be easily influence",1,"If PersonX ask PersonY opinion, as a result, PersonX wants to, PersonX want to listen to PersonY",1,"If PersonX defend PersonY 's position, as a result, PersonX feels, PersonX be right",1,"PersonX engulf in flame, thus as an result, PersonX burn",1,"PersonX take PersonX photo, thus it can be seen about PersonX's attribute that PersonX have lose PersonX key",0,"Because PeopleX run out of PersonX, PersonX have a newspaper",0,"PersonX tickle PeopleX, thus it can be seen about PersonX's intention that PersonX want friendship",1,"The event PersonY show up there will not happen, if PersonX do not own a pot",0
"Before PersonX stay home, PersonX be hungry at work",0,"After PersonX train harder, PersonX win PeopleX rematch",1,"buy PersonY a soda for it, thus, PersonX want PersonY PeopleX really be",0,"PersonX be bore, thus as an result, PersonX found something",1,"PersonX declare PersonX intention, thus as an result, PersonX must follow that plan",1,"If PersonX complain to mother, as a result, PersonY or others will, PersonY think about complaint",1,"If PersonX want to take a friend out for drive, as a result, PersonX wants to, PersonX apply to job",0,"If PersonX drink, as a result, PersonX wants to, PersonX be sick",1,"If PersonX walk into kitchen, as a result, PersonX will, PersonX see that on floor",1,"If PersonX stick PersonY 's tongue out, PersonX is seen as, PersonX be meedle",0,The event PersonX be on a road trip will not happen unless PersonX sit in car,1,"PersonX be proud, thus as a result on PersonX's emotion, PersonX get PersonX degree",0,"Because PersonX learn that, PersonX have a rash",0,"The event the role have already be cast will not happen, if PersonX 's spouse take PersonX 's wallet",0,"PeopleX laugh at that, thus, PersonX want a new renter to live in apartment",0
"PersonX drink PersonX health, thus as an result, PersonX develop PeopleX imagination",0,"PersonX decide to throw a party, thus, PersonX want to put up decoration",1,"PersonX have fun on something, thus as an result, PersonX write diary",0,"PersonY want to win, thus as an result, PersonY treat a patient",0,"PersonX work at restaurant, thus it can be seen about PersonX's intention that end meet",1,"If PersonX grow bore, as a result, PersonX feels, PersonX meet PersonY requirement",0,"If PersonY feel happy, as a result, PersonY or others feel, PersonX buy something for PersonY",0,"If PersonX get separate, as a result, PersonX will, the person be unhappy",1,"If PersonX swerve to avoid it, as a result, PersonX will, PersonX want to be extra",0,"If PersonX need that, as a result, PersonX wants to, PersonX go to store",1,"PersonX get PersonX money on time, thus, PersonX want to sue PersonX boss",0,"PersonX want to play on something, thus it can be seen about PersonX's intention that PersonX see persony 's perspective",0,"PersonX win the raffle, thus, PersonY want win the raffle themselves",1,"PersonX continue to work, thus it can be seen about PersonX's intention that PersonX cut the tree",0,"PersonX be full of energy, thus as a result on PersonX's emotion, PersonX feel PersonX be happy",1
"PersonX can not afford one, thus it can be seen about PersonX's attribute that PersonX spend all of money",0,"PersonX enjoy run, thus as a result on PersonX's emotion, PersonX feel PersonX be out place",0,"PersonX make a excuse, thus, PersonX want to apologize",1,"PersonX not budge, thus, PersonX want PeopleX believe in sign",0,"PersonX want to break up with PersonY, thus, PersonX want to be nostalgic",0,"If PersonX hand the item to PersonY, as a result, PersonX will, PersonX get out it",0,"If PersonX feel really tired, as a result, PersonX feels, PersonX hang by thread",0,"If PersonX tease PersonY, PersonX is seen as, PersonX will not calm down",0,"If PersonX die without issue, happens after, PersonX drop the mic",0,"If PeopleX do not have transportation, can be hindered by, person x have a mood disorder",0,"PersonX meet PersonY 's expense, thus it can be seen about PersonX's attribute that PersonX be zippy",0,"The event PersonX follow doctor 's advice will not happen, if the doctor say",0,"PersonX give PersonY guidance, thus it can be seen about PersonX's intention that PersonX enjoy PersonY time on beach",0,"PersonX be designer, thus it can be seen about PersonX's attribute that PersonX be combustible",0,"The event PersonX promise PersonX will not happen, if PersonX tell the truth",0
"PersonX buy a camera, thus it can be seen about PersonX's intention that PersonX want to get a good grade",0,"PersonX star into eye, thus as an result, PersonY tell PersonX",1,"PersonX put it away, thus, PersonX want to have enough thing",0,"PersonY be also excite, thus as a result on PersonY's emotion, PersonX enter the competition",0,"PersonX arrive quickly, thus as a result on PersonX's emotion, PeopleX be in time",1,"If PersonX drink a energy drink, can be hindered by, PersonY will not give PersonX a ride",0,"If PersonX see a action movie, happens after, PersonX be go out on town",1,"If PersonX order a steak, as a result, PersonX wants to, PersonX want to order a beer as",1,"If PersonX be black, as a result, PersonX feels, PersonX feel sad",1,"If PersonX ensure, can be hindered by, PersonY do not have supply",1,"Because PersonX be there, PersonX never want",1,"PersonX ply PersonY with question, thus as a result on PersonY's emotion, PersonY feel PersonY be violate",1,"PersonX look PersonY, thus it can be seen about PersonX's attribute that PersonX be evocative",0,"PersonX play that, thus as an result, PersonY want to play that",1,"PersonX play game on beach, thus as an result, PersonX lose memory",0
"The event PersonX lose PeopleX ticket will not happen, if PersonX keep PersonY eye on thing",0,"PersonX send PersonX child to school, thus, PersonX want to be respsonsible",0,"Because that have it, PersonX give it to it",0,"PersonX cut PersonX hand, thus as an result, PersonX bleed",1,"PersonX play a board game, thus it can be seen about PersonX's attribute that PersonX be playful",1,"If PersonX puke on it, PersonX is seen as, PersonX be forecful",0,"If PersonX set to work, but before, PersonX needed, PersonX fly everywhere",0,"If PeopleX do not have authority over persony, can be hindered by, the guard lock the door",0,"If PersonX lose everything, PersonX is seen as, PersonX be unsuccessful",1,"If PersonX hold PersonY fast, as a result, PersonY or others will, PersonY can not move",1,"PersonX pay PersonX fee, thus as a result on PersonY's emotion, PersonY feel PersonY be satisfied",1,The event PersonX travel to reach home will not happen unless PersonX maximize PersonY 's profit,0,"PersonX tell a joke, thus as a result on PersonX's emotion, PersonX feel PersonX be proud",1,"The event PersonX be a loving person will not happen, if family be live there",0,"Because it have be hurt PersonX, PersonX have that",1
"PersonX carry on work, thus, PersonY want to offer to trade more stuff",0,"The event the broom be break will not happen, if PersonY can not do that",0,"PersonX keep PersonX head, thus as a result on PersonY's emotion, PersonY feel PersonY be horrify at display",1,"PersonX take PersonY on board, thus it can be seen about PersonX's attribute that PersonX be ready",1,"Before PersonX make PersonY advance, PersonX lead the army into battle",1,"If PersonX call PersonY mother, PersonX is seen as, PersonX be sneaky",1,"If PersonX ask, but before, PersonX needed, PersonY struggle with PersonX",1,"If PersonX do not have a good imagination, can be hindered by, PersonX tell PersonY believe",0,"If PersonX walk to mailbox, but before, PersonX needed, PersonX need to confront a decision",0,"If PersonX want to be PersonX own boss, as a result, PersonX wants to, PersonX direct PersonY 's effort",0,"PersonX want to pay money, thus, PersonX want to do some thing around house",0,"PersonX call 911, thus as an result, PersonX call PersonX wife",0,"Because that have day, PersonX walk there with PersonY",0,"Because PersonY be real, PersonX have swing",0,"PersonX stretch PersonY 's arm, thus, PersonX want to distribute the statement",0
